"Country","Gender","Numbooks","Enjoy.Maths","Math.Important.Study","Math.Helps.Job","Friends.Do.Well"
"USA","Female",0,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",1,"c Agree","c Agree","d Strongly agree","c Agree"
"USA","Male",1,"a Strongly disagree","b Disagree","c Agree","c Agree"
"USA","Male",0,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Female",0,"a Strongly disagree","c Agree","c Agree","d Strongly agree"
"USA","Female",1,"d Strongly agree","b Disagree","d Strongly agree","d Strongly agree"
"USA","Female",2,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","a Strongly disagree"
"USA","Female",4,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",0,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Male",0,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Female",0,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Male",2,"d Strongly agree","c Agree","c Agree","d Strongly agree"
"USA","Female",0,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"USA","Female",0,"c Agree","d Strongly agree","c Agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",3,"d Strongly agree","c Agree","c Agree","c Agree"
"USA","Female",4,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",5,"b Disagree","d Strongly agree","c Agree","c Agree"
"USA","Male",0,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",3,"a Strongly disagree","c Agree","d Strongly agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",4,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Male",3,"c Agree","c Agree","c Agree","d Strongly agree"
"USA","Male",2,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",3,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",5,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",1,"c Agree","b Disagree","c Agree","b Disagree"
"USA","Female",2,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",3,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",0,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Female",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",0,"c Agree","c Agree","d Strongly agree","b Disagree"
"USA","Male",3,"d Strongly agree","c Agree","b Disagree","b Disagree"
"USA","Male",3,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Female",2,"d Strongly agree","d Strongly agree","c Agree","c Agree"
"USA","Female",2,"a Strongly disagree","c Agree","c Agree","b Disagree"
"USA","Male",5,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",3,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",3,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",5,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"a Strongly disagree","c Agree","c Agree","a Strongly disagree"
"USA","Female",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"a Strongly disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",3,"a Strongly disagree","a Strongly disagree","c Agree","d Strongly agree"
"USA","Male",5,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",0,"d Strongly agree","c Agree","d Strongly agree","c Agree"
"USA","Male",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"d Strongly agree","d Strongly agree","c Agree","c Agree"
"USA","Female",3,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Male",1,"b Disagree","a Strongly disagree","b Disagree","d Strongly agree"
"USA","Male",5,"a Strongly disagree","c Agree","c Agree","b Disagree"
"USA","Male",1,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"a Strongly disagree","c Agree","c Agree","b Disagree"
"USA","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",1,"c Agree","b Disagree","b Disagree","c Agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","c Agree","d Strongly agree","d Strongly agree"
"USA","Male",4,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",4,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",0,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"c Agree","c Agree","c Agree","b Disagree"
"USA","Female",3,"a Strongly disagree","d Strongly agree","c Agree","c Agree"
"USA","Male",4,"a Strongly disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",0,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",0,"a Strongly disagree","a Strongly disagree","c Agree","d Strongly agree"
"USA","Male",3,"a Strongly disagree","d Strongly agree","d Strongly agree","a Strongly disagree"
"USA","Female",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",0,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Female",2,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",3,"b Disagree","b Disagree","b Disagree","b Disagree"
"USA","Male",0,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",3,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Female",4,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",5,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",5,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","c Agree","b Disagree","d Strongly agree"
"USA","Female",4,"c Agree","d Strongly agree","c Agree","d Strongly agree"
"USA","Male",0,"d Strongly agree","d Strongly agree","c Agree","d Strongly agree"
"USA","Male",4,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",0,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",1,"c Agree","c Agree","c Agree","b Disagree"
"USA","Male",2,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",5,"c Agree","c Agree","d Strongly agree","d Strongly agree"
"USA","Female",2,"a Strongly disagree","d Strongly agree","c Agree","c Agree"
"USA","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"c Agree","d Strongly agree","c Agree","c Agree"
"USA","Female",0,"b Disagree","c Agree","b Disagree","b Disagree"
"USA","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",1,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Male",5,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Female",0,"c Agree","c Agree","d Strongly agree","b Disagree"
"USA","Female",2,"c Agree","c Agree","c Agree","d Strongly agree"
"USA","Male",1,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"c Agree","b Disagree","c Agree","b Disagree"
"USA","Female",4,"a Strongly disagree","d Strongly agree","a Strongly disagree","b Disagree"
"USA","Female",2,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Female",0,"c Agree","c Agree","d Strongly agree","d Strongly agree"
"USA","Male",1,"d Strongly agree","c Agree","c Agree","d Strongly agree"
"USA","Female",4,"c Agree","c Agree","c Agree","d Strongly agree"
"USA","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",5,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Male",1,"d Strongly agree","c Agree","d Strongly agree","d Strongly agree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",0,"d Strongly agree","c Agree","c Agree","c Agree"
"USA","Female",1,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",3,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",3,"c Agree","b Disagree","b Disagree","b Disagree"
"USA","Female",0,"c Agree","c Agree","d Strongly agree","c Agree"
"USA","Male",4,"b Disagree","b Disagree","b Disagree","b Disagree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","c Agree","c Agree","d Strongly agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",4,"b Disagree","c Agree","b Disagree","c Agree"
"USA","Female",4,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Male",4,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",4,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","b Disagree"
"USA","Male",4,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Female",4,"b Disagree","c Agree","b Disagree","b Disagree"
"USA","Male",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Female",4,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Female",3,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",3,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",3,"b Disagree","c Agree","b Disagree","b Disagree"
"USA","Male",0,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Female",5,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Female",2,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",3,"b Disagree","b Disagree","b Disagree","b Disagree"
"USA","Female",2,"b Disagree","b Disagree","c Agree","a Strongly disagree"
"USA","Female",2,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"USA","Male",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","a Strongly disagree"
"USA","Male",1,"a Strongly disagree","c Agree","d Strongly agree","b Disagree"
"USA","Female",3,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",1,"b Disagree","b Disagree","d Strongly agree","b Disagree"
"USA","Male",3,"c Agree","c Agree","d Strongly agree","c Agree"
"USA","Male",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"USA","Male",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",1,"d Strongly agree","d Strongly agree","d Strongly agree","a Strongly disagree"
"USA","Male",3,"b Disagree","c Agree","d Strongly agree","b Disagree"
"USA","Female",0,"d Strongly agree","b Disagree","c Agree","b Disagree"
"USA","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",0,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"USA","Female",2,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Female",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","d Strongly agree","c Agree"
"USA","Female",1,"a Strongly disagree","b Disagree","d Strongly agree","b Disagree"
"USA","Male",0,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Female",3,"c Agree","d Strongly agree","c Agree","c Agree"
"USA","Female",0,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Female",1,"a Strongly disagree","c Agree","d Strongly agree","c Agree"
"USA","Male",1,"b Disagree","b Disagree","c Agree","d Strongly agree"
"USA","Female",4,"a Strongly disagree","b Disagree","a Strongly disagree","b Disagree"
"USA","Male",0,"b Disagree","b Disagree","b Disagree","b Disagree"
"USA","Male",3,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",0,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"USA","Female",4,"a Strongly disagree","c Agree","c Agree","b Disagree"
"USA","Male",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","d Strongly agree"
"USA","Female",2,"a Strongly disagree","c Agree","b Disagree","d Strongly agree"
"USA","Female",0,"d Strongly agree","d Strongly agree","c Agree","c Agree"
"USA","Female",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",4,"b Disagree","c Agree","b Disagree","c Agree"
"USA","Female",2,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Female",2,"a Strongly disagree","b Disagree","b Disagree","c Agree"
"USA","Male",0,"a Strongly disagree","b Disagree","c Agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Female",4,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",1,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",4,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",4,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",5,"b Disagree","c Agree","d Strongly agree","d Strongly agree"
"USA","Male",0,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",2,"a Strongly disagree","a Strongly disagree","c Agree","c Agree"
"USA","Male",2,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Male",5,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",2,"a Strongly disagree","d Strongly agree","c Agree","c Agree"
"USA","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",0,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",4,"a Strongly disagree","b Disagree","b Disagree","c Agree"
"USA","Male",1,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",4,"c Agree","c Agree","b Disagree","c Agree"
"USA","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",2,"c Agree","b Disagree","b Disagree","c Agree"
"USA","Female",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",0,"a Strongly disagree","c Agree","b Disagree","b Disagree"
"USA","Male",0,"b Disagree","c Agree","d Strongly agree","b Disagree"
"USA","Male",0,"a Strongly disagree","b Disagree","b Disagree","b Disagree"
"USA","Male",5,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",0,"a Strongly disagree","a Strongly disagree","b Disagree","c Agree"
"USA","Female",4,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Female",3,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",3,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Female",0,"d Strongly agree","c Agree","d Strongly agree","c Agree"
"USA","Male",2,"a Strongly disagree","a Strongly disagree","a Strongly disagree","d Strongly agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Male",2,"d Strongly agree","d Strongly agree","b Disagree","c Agree"
"USA","Male",1,"b Disagree","b Disagree","c Agree","d Strongly agree"
"USA","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",3,"a Strongly disagree","c Agree","b Disagree","b Disagree"
"USA","Female",2,"c Agree","b Disagree","c Agree","b Disagree"
"USA","Male",1,"c Agree","c Agree","d Strongly agree","b Disagree"
"USA","Male",1,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"a Strongly disagree","c Agree","a Strongly disagree","b Disagree"
"USA","Male",1,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","b Disagree"
"USA","Male",0,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",0,"a Strongly disagree","b Disagree","c Agree","b Disagree"
"USA","Male",0,"c Agree","b Disagree","b Disagree","d Strongly agree"
"USA","Female",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",1,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Male",0,"a Strongly disagree","c Agree","c Agree","a Strongly disagree"
"USA","Male",3,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",1,"b Disagree","b Disagree","d Strongly agree","c Agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",5,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",0,"a Strongly disagree","b Disagree","c Agree","c Agree"
"USA","Female",1,"b Disagree","d Strongly agree","c Agree","b Disagree"
"USA","Female",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",3,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",1,"c Agree","c Agree","c Agree","b Disagree"
"USA","Female",0,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",1,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",4,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","b Disagree"
"USA","Female",0,"d Strongly agree","b Disagree","c Agree","c Agree"
"USA","Male",1,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",3,"b Disagree","c Agree","d Strongly agree","c Agree"
"USA","Female",2,"d Strongly agree","c Agree","c Agree","c Agree"
"USA","Male",3,"c Agree","a Strongly disagree","b Disagree","c Agree"
"USA","Female",0,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Male",0,"c Agree","c Agree","c Agree","b Disagree"
"USA","Male",1,"b Disagree","c Agree","b Disagree","b Disagree"
"USA","Male",1,"a Strongly disagree","b Disagree","b Disagree","c Agree"
"USA","Male",0,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",0,"a Strongly disagree","b Disagree","c Agree","b Disagree"
"USA","Male",2,"b Disagree","b Disagree","c Agree","b Disagree"
"USA","Male",3,"b Disagree","c Agree","c Agree","d Strongly agree"
"USA","Male",0,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",0,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",0,"b Disagree","b Disagree","b Disagree","b Disagree"
"USA","Female",0,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",4,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",4,"b Disagree","d Strongly agree","d Strongly agree","a Strongly disagree"
"USA","Male",4,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",1,"a Strongly disagree","a Strongly disagree","a Strongly disagree","c Agree"
"USA","Female",3,"a Strongly disagree","b Disagree","c Agree","d Strongly agree"
"USA","Female",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",3,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",4,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",2,"d Strongly agree","b Disagree","d Strongly agree","d Strongly agree"
"USA","Male",4,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",1,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",3,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"a Strongly disagree","a Strongly disagree","c Agree","c Agree"
"USA","Female",3,"a Strongly disagree","b Disagree","c Agree","c Agree"
"USA","Female",3,"b Disagree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",3,"a Strongly disagree","b Disagree","b Disagree","c Agree"
"USA","Male",3,"a Strongly disagree","c Agree","d Strongly agree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",2,"c Agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",4,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",3,"a Strongly disagree","a Strongly disagree","a Strongly disagree","b Disagree"
"USA","Male",2,"b Disagree","b Disagree","d Strongly agree","a Strongly disagree"
"USA","Male",2,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Female",0,"a Strongly disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",1,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",0,"c Agree","c Agree","c Agree","c Agree"
"USA","Male",0,"b Disagree","c Agree","c Agree","a Strongly disagree"
"USA","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",2,"b Disagree","d Strongly agree","c Agree","b Disagree"
"USA","Male",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",2,"b Disagree","c Agree","b Disagree","c Agree"
"USA","Male",1,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"a Strongly disagree","a Strongly disagree","b Disagree","b Disagree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",4,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",4,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",3,"c Agree","b Disagree","c Agree","c Agree"
"USA","Female",1,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"a Strongly disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",3,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Male",4,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",2,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Male",3,"b Disagree","c Agree","c Agree","b Disagree"
"USA","Female",3,"b Disagree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Female",4,"c Agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Female",5,"d Strongly agree","d Strongly agree","d Strongly agree","d Strongly agree"
"USA","Male",2,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",2,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",4,"a Strongly disagree","a Strongly disagree","b Disagree","a Strongly disagree"
"USA","Male",4,"d Strongly agree","d Strongly agree","d Strongly agree","b Disagree"
"USA","Female",0,"a Strongly disagree","a Strongly disagree","c Agree","c Agree"
"USA","Male",2,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Female",4,"d Strongly agree","b Disagree","d Strongly agree","c Agree"
"USA","Male",3,"c Agree","c Agree","d Strongly agree","d Strongly agree"
"USA","Female",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Female",2,"c Agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",5,"b Disagree","d Strongly agree","c Agree","c Agree"
"USA","Female",0,"b Disagree","b Disagree","c Agree","b Disagree"
"USA","Female",1,"b Disagree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",2,"a Strongly disagree","b Disagree","b Disagree","c Agree"
"USA","Male",2,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",0,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","d Strongly agree","c Agree"
"USA","Female",2,"b Disagree","b Disagree","c Agree","b Disagree"
"USA","Female",2,"b Disagree","b Disagree","c Agree","c Agree"
"USA","Male",3,"b Disagree","c Agree","c Agree","c Agree"
"USA","Male",1,"b Disagree","c Agree","b Disagree","c Agree"
"USA","Male",3,"a Strongly disagree","b Disagree","c Agree","c Agree"
"USA","Male",4,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",1,"c Agree","c Agree","c Agree","c Agree"
"USA","Female",0,"b Disagree","a Strongly disagree","c Agree","b Disagree"
"USA","Female",3,"d Strongly agree","c Agree","c Agree","c Agree"
"USA","Male",2,"d Strongly agree","d Strongly agree","d Strongly agree","c Agree"
"USA","Female",5,"c Agree","b Disagree","c Agree","d Strongly agree"
"USA","Female",0,"b Disagree","b Disagree","b Disagree","c Agree"
"USA","Male",0,"b Disagree","a Strongly disagree","a Strongly disagree","b Disagree"
